4,100,1,0,,,,tempo,,,,,,
-3.929,,0.339,,,,,97.5,,,,,,
-9.805,,0.42,,,,,130.0,,,,,,
-10.241,,0.0353,,,,,108.674,,,,,,
-9.966,,0.333,,,,,82.8,,,,,,
-7.373,,0.245,,,,,145.1,,,,,,
-6.933,,0.246,,,,,123.0,,,,,,
-8.143,,0.222,,,,,1.55E+02,,,,,,
-8.706,,0.157,,,,,140.0,,,,,,
-11.184,,0.0595,,,,,121.112,,,,,,
-9.653,,0.202,,,,,170.0,,,,,,
-6.289,,0.0787,,,,,103.965,,,,,,
-5.036,,0.0781,,,,,172.059,,,,,,
-5.846,,0.128,,,,,1.46E+02,,,,,,
-9.311,,0.0635,,,,,138.013,,,,,,
-5.708,,0.29,,,,,154.1,,,,,,
-5.29,,0.097,,,,,136.1,,,,,,
-11.893,,0.0423,,,,,81.5,,,,,,
-7.015,,0.181,,,,,150.991,,,,,,
-12.26,,0.0418,,,,,105.513,,,,,,
-5.777,,0.277,,,,,146.2,,,,,,
-7.834,,0.0827,,,,,103.0,,,,,,
-17.687,,0.0408,,,,,71.462,,,,,,
-7.29,,0.0865,,,,,99.046,,,,,,
-12.068,,0.0619,,,,,109.4,,,,,,
-13.038,,0.0625,,,,,126.009,,,,,,
-3.071,,0.2,,,,,110.9,,,,,,
-13.87,,0.0318,,,,,112.126,,,,,,
-5.98,,0.047,,,,,1.08E+02,,,,,,
-8.639,,0.0313,,,,,128.553,,,,,,
-5.735,,0.271,,,,,1.4E+02,,,,,,
-9.223,,0.0486,,,,,108.966,,,,,,
-7.446,,0.079,,,,,98.0,,,,,,
-13.705,,0.0487,,,,,119.825,,,,,,
-4.946,,0.179,,,,,140.0,,,,,,
-2.762,,0.274,,,,,142.9,,,,,,
-7.714,,0.1,,,,,1.E+02,,,,,,
-8.47,,0.0507,,,,,132.012,,,,,,
-5.363,,0.352,,,,,152.1,,,,,,
-7.282,,0.118,,,,,99.338,,,,,,
-10.784,,0.0793,,,,,100.047,,,,,,
-7.76,,0.0349,,,,,106.684,,,,,,
-4.679,,0.0962,,,,,112.834,,,,,,
-13.864,,0.0356,,,,,91.187,,,,,,
-13.826,,0.032,,,,,114.223,,,,,,
-8.24,,0.276,,,,,1.38E+02,,,,,,
-20.328,,0.0408,,,,,68.232,,,,,,
-7.017,,0.0857,,,,,150.0,,,,,,
-3.28,,0.259,,,,,100.0,,,,,,
-19.802,,0.0336,,,,,92.628,,,,,,
-8.631,,0.103,,,,,144.481,,,,,,
-8.992,,0.0718,,,,,101.017,,,,,,
-9.211,,0.0462,,,,,110.071,,,,,,
-9.965,,0.0437,,,,,127.966,,,,,,
-7.856,,0.142,,,,,75.0,,,,,,
-8.348,,0.507,,,,,129.4,,,,,,
-9.959,,0.54,,,,,119.3,,,,,,
-8.197,,0.0302,,,,,125.941,,,,,,
-5.308,,0.0434,,,,,100.007,,,,,,
-2.901,,0.305,,,,,142.0,,,,,,
-10.49,,0.343,,,,,124.9,,,,,,
-7.082,,0.253,,,,,1.3E+02,,,,,,
-7.911,,0.145,,,,,136.707,,,,,,
-9.716,,0.171,,,,,1.03E+02,,,,,,
-7.557,,0.0451,,,,,1.21E+02,,,,,,
-24.81,,0.0467,,,,,65.023,,,,,,
-5.357,,0.0665,,,,,1.26E+02,,,,,,
-7.706,,0.0704,,,,,1.2E+02,,,,,,
-8.466,,0.0818,,,,,179.661,,,,,,
-8.561,,0.0758,,,,,135.0,,,,,,
-5.49,,0.273,,,,,150.0,,,,,,
-27.675,,0.0412,,,,,134.839,,,,,,
-6.657,,0.401,,,,,140.0,,,,,,
-16.055,,0.0535,,,,,144.489,,,,,,
-30.908,,0.0355,,,,,60.171,,,,,,
-4.623,,0.112,,,,,137.0,,,,,,
-6.9,,0.231,,,,,1.7E+02,,,,,,
-4.86,,0.304,,,,,140.0,,,,,,
-23.399,,0.0571,,,,,71.286,,,,,,
-8.507,,0.0959,,,,,172.435,,,,,,
-5.888,,0.095,,,,,60.631,,,,,,
-7.836,,0.0583,,,,,157.7,,,,,,
-8.346,,0.166,,,,,86.179,,,,,,
-3.598,,0.0575,,,,,1.6E+02,,,,,,
-4.261,,0.0662,,,,,1.4E+02,,,,,,
-5.05,,0.102,,,,,140.0,,,,,,
-7.112,,0.261,,,,,131.0,,,,,,
-9.773,,0.0635,,,,,1.15E+02,,,,,,
-6.61,,0.416,,,,,73.7,,,,,,
-6.835,,0.079,,,,,96.969,,,,,,
-7.007,,0.0375,,,,,109.041,,,,,,
-6.12,,0.09,,,,,144.0,,,,,,
-6.382,,0.208,,,,,1.54E+02,,,,,,
-2.588,,0.0361,,,,,1.21E+02,,,,,,
-36.759,,0.035,,,,,69.363,,,,,,
-25.398,,0.0578,,,,,132.61,,,,,,
-8.884,,0.23,,,,,80.0,,,,,,
-3.668,,0.158,,,,,120.0,,,,,,
-8.239,,0.264,,,,,125.1,,,,,,
-3.063,,0.0831,,,,,164.0,,,,,,
-6.366,,0.0668,,,,,1.11E+02,,,,,,
-8.39,,0.167,,,,,151.1,,,,,,
-7.464,,0.275,,,,,155.0,,,,,,
-27.4,,0.041,,,,,67.446,,,,,,
-17.164,,0.044,,,,,122.437,,,,,,
-5.335,,0.439,,,,,147.0,,,,,,
-18.197,,0.0595,,,,,136.871,,,,,,
-35.616,,0.0407,,,,,135.974,,,,,,
-6.199,,0.308,,,,,133.0,,,,,,
-5.075,,0.09,,,,,140.046,,,,,,
-9.583,,0.0354,,,,,108.698,,,,,,
-15.485,,0.0363,,,,,103.604,,,,,,
-10.634,,0.0376,,,,,92.468,,,,,,
-3.412,,0.261,,,,,1.4E+02,,,,,,
-10.775,,0.326,,,,,157.0,,,,,,
-4.541,,0.0387,,,,,90.1,,,,,,
-9.28,,0.0278,,,,,1.09E+02,,,,,,
-6.262,,0.234,,,,,144.0,,,,,,
-6.81,,0.039,,,,,1.45E+02,,,,,,
-4.907,,0.215,,,,,94.992,,,,,,
-7.585,,0.0909,,,,,115.9,,,,,,
-10.033,,0.0429,,,,,127.667,,,,,,
-5.284,,0.0581,,,,,128.646,,,,,,
-6.602,,0.279,,,,,140.0,,,,,,
-8.173,,0.336,,,,,143.0,,,,,,
-5.626,,0.143,,,,,115.08,,,,,,
-19.494,,0.052,,,,,176.616,,,,,,
-11.63,,0.0565,,,,,124.896,,,,,,
-11.509,,0.0448,,,,,9.07E+01,,,,,,
-5.838,,0.0965,,,,,1.11E+02,,,,,,
-7.845,,0.197,,,,,77.5,,,,,,
